X,Y,altitud,pendiente,distancia_sitios_nuevos,distancia_mincul,presencia_sitio_nuevo,presencia_total_rec
343825.0,8554625.0,6.0,1.8500954,2715.004604047662,539.6758286230726,0,0
343825.0,8554875.0,8.0,0.0,2871.6284578614973,785.0159234053791,0,0
343825.0,8555125.0,8.0,2.0682898,3040.764706451323,728.8689868556626,0,0
343825.0,8555375.0,9.0,1.3084424,3220.4425161769304,675.4628043053148,0,0
343825.0,8555625.0,9.0,2.0682898,3408.9954532090533,711.5124735378854,0,0
343825.0,8555875.0,11.0,2.0682898,3605.031206522351,825.3787009609589,0,0
343825.0,8556125.0,12.0,2.0682898,3807.3941219684634,990.5806378079476,0,0
343825.0,8556375.0,12.0,0.0,4015.127644297252,1185.8541225631425,0,0
343825.0,8556625.0,12.0,2.9237342,4227.440123762843,1375.2272539475066,0,0
343825.0,8556875.0,14.0,0.92528886,4443.675280665769,1402.230366238016,0,0
343825.0,8557125.0,13.0,0.92528886,4663.287467012944,1471.8186029535025,0,0
343825.0,8557375.0,15.0,1.3084424,4805.44924718751,1366.1076092314252,0,0
343825.0,8557625.0,25.0,10.355121,4655.685499182201,1168.866972756096,0,0
343825.0,8557875.0,43.0,7.4188256,4514.805916902279,995.6153875869938,0,0
343825.0,8558125.0,48.0,9.440881,4383.667125512182,860.9587678861283,0,0
343825.0,8558375.0,15.0,7.909695,4263.168125619332,785.0159234053791,0,0
343825.0,8558625.0,13.0,1.8500954,4154.234883501059,785.0159234053791,0,0
343825.0,8558875.0,30.0,15.378233,4057.798968319829,860.9587678861283,0,0
343825.0,8559125.0,56.0,16.233534,3974.770115025255,995.6153875869938,0,0
343825.0,8559375.0,39.0,18.91192,3906.0033880295455,1032.5938214031692,0,0
343825.0,8559625.0,63.0,6.643006,3852.262642564587,1032.5938214031692,0,0
343825.0,8559875.0,73.0,5.3799167,3814.18306683084,1091.4439976471538,0,0
343825.0,8560125.0,89.0,25.188385,3792.236473019519,1200.5207203542968,0,0
343825.0,8560375.0,71.0,7.5861483,3786.703377253086,1347.6831971943554,0,0
343825.0,8560625.0,66.0,6.183448,3797.655522463871,1521.9231255224424,0,0
343825.0,8560875.0,70.0,22.733025,3824.9513026051386,1715.0072886142495,0,0
343825.0,8561125.0,67.0,10.073955,3868.2447527659306,1921.262605684085,0,0
343825.0,8561375.0,95.0,13.501044,3927.0068076464495,2136.87856463581,0,0
343825.0,8561625.0,137.0,5.8323207,4000.5558947853706,2263.0178965266714,0,0
343825.0,8561875.0,95.0,14.59691,4088.0939895386928,2344.408240900036,0,0
343825.0,8562125.0,90.0,16.421478,4188.744139632164,2448.724157597176,0,0
343825.0,8562375.0,93.0,22.050829,4301.586040904355,2573.1789677362126,0,0
343825.0,8562625.0,47.0,2.6155214,4425.687231075374,2715.004604047662,0,0
343825.0,8562875.0,44.0,0.0,4560.128558199212,2871.6284578614973,0,0
343825.0,8563125.0,57.0,16.421478,4517.327749898163,3040.764706451323,0,0
343825.0,8563375.0,82.0,23.15221,4275.657844121767,3220.4425161769304,0,0
343825.0,8563625.0,143.0,16.042896,4035.003097892243,3408.9954532090533,0,0
343825.0,8563875.0,110.0,9.352981,3795.556612672244,3605.031206522351,0,0
343825.0,8564125.0,114.0,4.970758,3557.5623676894265,3807.3941219684634,0,0
343825.0,8564375.0,134.0,8.663287,3321.3325638966057,4015.127644297252,0,0
343825.0,8564625.0,131.0,4.131203,3087.2722588071174,4227.440123762843,0,0
343825.0,8564875.0,150.0,2.6155214,2855.9149146989657,4443.675280665769,0,0
343825.0,8565125.0,171.0,7.1893945,2627.97450520358,4663.287467012944,0,0
343825.0,8565375.0,224.0,24.578533,2404.4230077089182,4885.821322971196,0,0
343825.0,8565625.0,259.0,28.154457,2186.606960566988,5110.895224909233,0,0
343825.0,8565875.0,284.0,18.232492,1976.423537605237,5338.187894782273,0,0
343825.0,8566125.0,289.0,16.233534,1776.583800443987,5567.427592703833,0,0
343825.0,8566375.0,246.0,0.92528886,1590.9902576697318,5798.383395395651,0,0
343825.0,8566625.0,255.0,13.020411,1425.2192813739225,6030.858147892388,0,0
343825.0,8566875.0,278.0,13.618168,1286.9537676233751,6264.682753340348,0,0
343825.0,8567125.0,326.0,5.534934,1185.8541225631425,6499.711532060481,0,0
343825.0,8567375.0,293.0,8.663287,1131.9231422671771,6735.818435795311,0,0
343825.0,8567625.0,325.0,14.516029,1131.9231422671771,6972.893947278992,0,0
343825.0,8567875.0,343.0,17.668884,1185.8541225631425,7210.842530523046,0,0
343825.0,8568125.0,433.0,24.510834,1286.9537676233751,7449.58052510341,0,0
343825.0,8568375.0,475.0,22.00321,1425.2192813739225,7689.03439971496,0,0
343825.0,8568625.0,491.0,6.706001,1590.9902576697318,7929.139297553045,0,0
343825.0,8568875.0,477.0,13.501044,1776.583800443987,8169.837819687732,0,0
343825.0,8569125.0,435.0,11.857565,1976.423537605237,8411.079003314617,0,0
